frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
992,532.0,[1049.2752655757968 1165.610970287264 1625.7227760989304 1700.7143308502004],[1244.2481689453125 1487.137939453125 1419.676025390625 1573.099365234375],0.5053823590278625,AK64DHV,0.18694899392225942
993,532.0,[1045.509121683864 1165.3318511373614 1622.9272663399 1701.0693893708785],[1241.674560546875 1486.0147705078125 1417.68505859375 1578.9825439453125],0.5539897680282593,AK64DKV,0.17949538978603263
993,547.0,[812.336526640483 1575.5813915987678 1423.3427910717073 2040.673658859087],[997.4725952148438 1893.7841796875 1202.7288818359375 1994.8902587890625],0.4485361874103546,NI54KGJ,0.12790853025048587
994,532.0,[1045.8562717281973 1165.5261518865857 1624.6192828026426 1702.5626158650082],[1235.5865478515625 1488.70751953125 1412.0496826171875 1581.19482421875],0.5529441833496094,AK69DHV,0.2003018863676443
996,532.0,[1039.2099822123 1167.327874170313 1622.8058364286962 1708.035503669017],[1224.748291015625 1493.5947265625 1398.68896484375 1583.2431640625],0.6525173187255859,AK69DHV,0.16253195702185355
996,547.0,[806.9151919803201 1580.5364830360095 1421.3618585121064 2048.417894244653],[993.7750854492188 1902.634033203125 1201.2379150390625 2005.1236572265625],0.27757662534713745,NA54KGJ,0.08631684102054349
997,532.0,[1036.2976038155505 1166.9402117662576 1623.0003636081271 1709.0254078178937],[1224.749267578125 1493.580810546875 1398.7501220703125 1583.2772216796875],0.6528483033180237,AK69DHV,0.16253195702185355
997,547.0,[806.1267287359979 1581.2337847425404 1421.4699503798738 2049.4833654431486],[993.56982421875 1902.4346923828125 1201.33056640625 2005.3509521484375],0.2755036950111389,NA54KGJ,0.08631684102054349
998,532.0,[1036.2616462672686 1166.9326903311207 1625.8429554289523 1710.039145060738],[1225.298583984375 1496.7825927734375 1402.040771484375 1586.919921875],0.6514554619789124,AK64DHV,0.06648362184580076
999,532.0,[1032.8549630160078 1167.1904893934116 1622.5716134695112 1711.424406409838],[1217.6273193359375 1495.091796875 1408.433837890625 1589.14501953125],0.5892483592033386,AK64DHV,0.12407799328880864
1000,532.0,[1030.8640822838393 1167.4645500508614 1622.5177894065528 1712.8531099910451],[1209.4361572265625 1495.060546875 1408.751220703125 1594.433349609375],0.6347375512123108,AK64DMV,0.2934626346869217
1001,532.0,[1028.0578048119153 1169.1160290103508 1620.8584045173186 1714.9967121488244],[1214.526611328125 1499.014892578125 1408.905517578125 1600.51171875],0.646872878074646,AK54DHV,0.07266261859443593
1002,532.0,[1025.5794341236308 1173.567150320413 1619.9781352553457 1720.1219515431935],[1218.9788818359375 1506.216064453125 1407.886962890625 1601.296875],0.6255643367767334,AK65DHV,0.04030903265372286
1003,532.0,[1024.416853945789 1175.1518850726156 1620.087940623475 1722.3452504155175],[1218.84423828125 1506.259765625 1407.6826171875 1601.2735595703125],0.6256628036499023,AK65DHV,0.04030903265372286
1005,532.0,[1021.9830363178214 1176.3080910455328 1619.8559024917588 1725.2844187190722],[1214.4853515625 1511.46533203125 1406.09716796875 1608.588134765625],0.6119513511657715,AK64DHV,0.1158853641318379
1006,532.0,[1021.0667984290737 1177.6968676790189 1618.3510222810435 1727.1190646631571],[1215.51220703125 1515.3773193359375 1402.61669921875 1607.7210693359375],0.5868226885795593,AK64DHV,0.24163012059107256
1006,547.0,[796.6094126632108 1613.535123180646 1418.0273129270847 2087.4719253497556],[986.21337890625 1934.6004638671875 1196.9776611328125 2047.2608642578125],0.434288889169693,NA54KGJ,0.09356297803337431
1007,532.0,[1021.8254679323074 1179.2916590703685 1617.9714998498605 1730.0189126852993],[1218.236572265625 1521.2900390625 1401.5159912109375 1609.32421875],0.6488404273986816,AK54DHV,0.1003997659842492
1007,547.0,[795.85117094051 1616.689117330242 1418.6851632389223 2090.611464575626],[988.3046264648438 1940.769287109375 1196.2471923828125 2046.321533203125],0.49202361702919006,RA54KOJ,0.20148604892671532
1008,532.0,[1021.9563476510639 1180.6810308089937 1618.1167852093763 1732.5451171224297],[1212.1439208984375 1523.1090087890625 1393.7178955078125 1606.7589111328125],0.6045725345611572,AK54DHV,0.12115504072731495
1009,532.0,[1021.843705326739 1180.9641778605599 1618.1419757207627 1733.6452357469514],[1212.1407470703125 1523.0823974609375 1393.748291015625 1606.7462158203125],0.6012564897537231,AK54DHV,0.12115504072731495
1010,532.0,[1017.9115933511316 1183.3475282281988 1615.8032309721807 1737.5655482554052],[1215.2578125 1523.75439453125 1399.4080810546875 1606.1822509765625],0.5514532327651978,AK69DHV,0.17178032478429214
1010,547.0,[792.0014095392148 1623.5678171231687 1418.6222932291048 2096.3640603603303],[985.8775634765625 1948.826416015625 1193.25 2048.69873046875],0.5405651330947876,MA54KGJ,0.027365646267030266
1011,532.0,[1016.0963991557712 1184.763928210433 1615.076477674196 1738.9778460552182],[1210.5465087890625 1523.7147216796875 1397.716552734375 1614.8214111328125],0.6375834941864014,AK64DNV,0.11589870994125419
1011,547.0,[791.0631721957079 1626.7105979357666 1418.5954458281785 2099.090348726317],[989.4450073242188 1953.5390625 1193.224853515625 2054.439697265625],0.4841235876083374,MA54KGJ,0.1862594682562234
1013,532.0,[1015.8518764203093 1189.1736673133264 1615.0232579845535 1745.345226255637],[1211.13818359375 1529.498046875 1398.186767578125 1621.5726318359375],0.6623234152793884,AK64DHV,0.2557635393376417
1016,532.0,[1015.0904759661922 1192.6960302964276 1618.3818053969048 1752.7446693527068],[1210.457275390625 1538.8209228515625 1393.1947021484375 1626.6317138671875],0.6662440299987793,AK64DKV,0.21672354583175718
1017,532.0,[1011.5693552671103 1193.9816256519036 1616.519263629705 1755.442707457183],[1206.0380859375 1537.43408203125 1396.7120361328125 1630.32275390625],0.671461820602417,AK64DKV,0.24946416340686528
1018,532.0,[1004.6139004397075 1196.395115374549 1614.0985801600734 1758.2723453591223],[1200.1610107421875 1536.1695556640625 1392.2935791015625 1631.7073974609375],0.6707236170768738,AK64DMV,0.09420193753613232
1019,532.0,[1003.2585845337424 1200.272401470407 1617.0056370684636 1762.533987166378],[1202.596435546875 1537.5948486328125 1392.272705078125 1632.4866943359375],0.6875929236412048,AK54DXV,0.16552547553560626
1021,547.0,[782.660530216202 1655.7847508193124 1415.9292388542262 2130.9188299114135],[979.1240844726562 1982.0108642578125 1195.1119384765625 2092.862060546875],0.5151485204696655,MA54KOJ,0.10876701071371199
1022,532.0,[1004.6611919558725 1203.057260099977 1619.8208970800472 1765.38570836662],[1198.038330078125 1544.6112060546875 1380.6900634765625 1633.9725341796875],0.6827197670936584,AK64DMV,0.38163710524142064
1022,547.0,[782.8599487049532 1659.0064423064234 1415.3497310923317 2133.877608994239],[975.7904663085938 1987.9742431640625 1192.06640625 2090.0400390625],0.3801461160182953,MA54KGJ,0.222525156735028
1025,532.0,[998.741826504318 1209.714708622013 1613.5300544171937 1774.4633061274862],[1192.38916015625 1546.9163818359375 1383.880126953125 1646.5557861328125],0.6786876320838928,AK54DXV,0.2927222807836626
1026,547.0,[779.5571418526847 1669.0494935566462 1414.5119951280776 2146.4180662810645],[974.0799560546875 2002.932861328125 1189.5068359375 2104.86865234375],0.6135570406913757,MA54KGJ,0.13124527378908538
1027,547.0,[779.292884298168 1669.9362013180369 1414.8545287021213 2147.4170864847397],[974.0332641601562 2002.9461669921875 1189.5833740234375 2104.93115234375],0.6154477596282959,NI54KGJ,0.37300400846862225
1029,547.0,[774.7706132851118 1673.3637225351965 1413.6282649118284 2152.8700298121385],[977.140380859375 2012.794921875 1189.3890380859375 2111.73486328125],0.41991734504699707,NI54KGJ,0.04490128834061217
1036,532.0,[981.3675545480876 1229.743098653513 1595.1873805460266 1800.471140259462],[1188.0281982421875 1576.6904296875 1381.5418701171875 1669.9189453125],0.6755443811416626,AK64DMV,0.1786365200146177
1037,532.0,[982.4109485909731 1232.3249221185426 1596.2419958504138 1803.010240369663],[1185.9991455078125 1584.2857666015625 1374.462646484375 1673.76611328125],0.6813886165618896,AK64DHV,0.04691648093677351
1038,532.0,[981.9875779219066 1233.3279174173756 1595.940311284317 1804.59318821471],[1184.5166015625 1587.0689697265625 1375.058349609375 1676.85107421875],0.6776288747787476,AK64DHV,0.18593620923517468
1039,532.0,[981.8189235669711 1233.569307266573 1595.712600698144 1805.283221402202],[1184.6015625 1587.513916015625 1375.048095703125 1677.00927734375],0.6769722700119019,AK64DHV,0.08893677833843942
1040,532.0,[980.9027824290204 1233.4634968605155 1594.6825146444623 1805.8379171256215],[1177.5098876953125 1587.2506103515625 1369.0181884765625 1679.6668701171875],0.7037650942802429,AK54DHV,0.10540542202334477
1041,532.0,[979.8350301813269 1234.1975428756934 1593.9870673986206 1806.658686067757],[1180.4591064453125 1584.5765380859375 1370.3177490234375 1679.0032958984375],0.696141242980957,AK54IKV,0.2088527598112037
1042,532.0,[979.4571916683542 1235.1459670545898 1592.9807231705897 1807.4914037783994],[1172.750244140625 1589.2928466796875 1364.5616455078125 1680.7034912109375],0.6935608983039856,AK64DHV,0.10134529825380338
1043,532.0,[978.1201283209027 1236.8392584421613 1591.8108767184428 1808.8392747662215],[1178.4990234375 1592.8648681640625 1370.7454833984375 1687.9222412109375],0.6823603510856628,AK64DHV,0.25897108671039515
1044,532.0,[974.133792843803 1239.2962264831058 1588.2066490237276 1810.8489911021593],[1173.3359375 1594.299072265625 1366.607666015625 1690.688720703125],0.6849297285079956,AK64DHV,0.2826063175122272
1045,532.0,[972.6353721796229 1240.352871552708 1587.0778868353757 1811.7255045076924],[1173.38134765625 1594.3304443359375 1366.59130859375 1690.6746826171875],0.6849771738052368,AK64DHV,0.2826063175122272
1047,532.0,[968.7567110432794 1246.7078697088377 1584.745085504089 1820.4492117092946],[1167.0640869140625 1598.975830078125 1364.3748779296875 1700.04345703125],0.6840119957923889,AK64DHV,0.33561733264580806
1048,532.0,[967.4395969350658 1250.9320646791498 1584.0612376674026 1827.36085919249],[1171.3814697265625 1608.8585205078125 1354.359130859375 1702.2225341796875],0.6404780149459839,AK54DHV,0.19980092652103457
1049,532.0,[966.3859217871415 1252.704399778174 1583.9568303063843 1830.9502849097842],[1170.6358642578125 1611.766845703125 1359.1923828125 1707.049072265625],0.6545177102088928,AK64DHV,0.2455432028525018
1050,532.0,[962.1356981310084 1255.754559524376 1581.0690201592067 1835.879785602007],[1166.350341796875 1608.999755859375 1357.384765625 1703.8341064453125],0.6776397824287415,AK64DHV,0.4326243438708996
1051,532.0,[960.3398444072332 1256.4482559691344 1580.3188466908764 1837.8470072048356],[1166.2589111328125 1609.0177001953125 1357.361328125 1703.7960205078125],0.6768594980239868,AK64DHV,0.3857765435308431
1052,532.0,[959.7009478764799 1257.9683361930777 1580.1906710465964 1839.6711148987345],[1159.7442626953125 1612.576171875 1360.55712890625 1711.612060546875],0.6585990786552429,AK64DKV,0.32086075201772635
1053,532.0,[956.6313483173038 1260.934564823454 1579.7897544124398 1843.4150487738866],[1161.02001953125 1621.487548828125 1354.194091796875 1711.546875],0.6368921399116516,AK64DKV,0.343186437436049
1054,532.0,[952.7928441315107 1262.212179271838 1580.5995430879366 1845.8928008962425],[1168.4276123046875 1622.0386962890625 1356.576904296875 1716.9525146484375],0.6900854706764221,AK64DHV,0.1998331280982902
1054,951.0,[2312.2607563076867 1200.1015632336705 2866.4289203143603 1659.5996365775557],[2516.441162109375 1500.76318359375 2661.19189453125 1570.7750244140625],0.49811893701553345,EF10DZT,0.39558607841709453
1055,532.0,[944.4501004725503 1263.621596114143 1577.1130956359061 1848.9815119071673],[1162.6904296875 1620.202880859375 1356.539794921875 1717.960693359375],0.7052786350250244,AK64DMV,0.3043842925118894
1056,532.0,[941.297853797993 1264.211854000236 1576.7261748994833 1850.5749590525227],[1161.4263916015625 1624.77392578125 1354.14111328125 1723.6376953125],0.6922026872634888,AK64DHV,0.4794938627567274
1057,532.0,[939.5552681532065 1264.2099231009095 1577.0195916605896 1851.3478939651138],[1161.4442138671875 1624.881591796875 1354.0765380859375 1723.55419921875],0.6925978660583496,AK64DHV,0.4794938627567274
1058,532.0,[940.8487604914201 1266.3513557994102 1578.1873847006552 1854.318257375573],[1163.7257080078125 1631.1947021484375 1351.9686279296875 1728.5848388671875],0.6833487153053284,AK64DHV,0.34658727729732375
1059,532.0,[941.2859737026927 1267.8744370599293 1577.652237619752 1856.3524639084908],[1160.5137939453125 1631.0845947265625 1352.1431884765625 1728.8870849609375],0.6851847767829895,AK64DHV,0.33752682702716363
1060,532.0,[940.4672799591689 1269.059043164624 1575.700425538745 1857.8990033646253],[1154.435302734375 1633.3363037109375 1348.8233642578125 1729.9259033203125],0.6983004808425903,AK64DHV,0.3878616647096822
1061,532.0,[941.2619079721123 1271.073242395941 1575.5489979662577 1860.2583425069822],[1153.9139404296875 1634.381103515625 1345.4688720703125 1727.354736328125],0.6842904090881348,AK64DHV,0.38425173821884556
1061,951.0,[2321.5077225308037 1209.0193231509688 2866.0855001725035 1671.242700339743],[2501.9560546875 1506.01611328125 2673.545654296875 1592.12255859375],0.4253801107406616,EF10PZT,0.20990212257957755
1062,532.0,[939.5696720650855 1274.2852918295907 1574.3213471733707 1863.7163871108387],[1149.8076171875 1640.3060302734375 1341.087890625 1728.1007080078125],0.6384379863739014,AK64DHV,0.1500890174551571
1063,532.0,[938.9414018732786 1275.4033107375403 1574.06672591714 1865.1341215236707],[1149.7501220703125 1640.2869873046875 1341.05615234375 1728.0552978515625],0.6387437582015991,AK64DHV,0.1500890174551571
1064,532.0,[937.4465939959882 1275.3788374355713 1573.4027014383391 1866.6009002184005],[1146.3797607421875 1640.2587890625 1347.336669921875 1736.798583984375],0.6640693545341492,AK64DHV,0.2851093165961838
1065,532.0,[935.999927099272 1278.171299726302 1573.5726192662905 1872.0443472015977],[1147.42529296875 1639.477294921875 1348.909423828125 1741.0836181640625],0.700644314289093,AK64DHV,0.21766992950279798
1066,532.0,[935.2593382211247 1280.427569241793 1574.0610134189692 1876.6237910745415],[1148.9029541015625 1643.8853759765625 1346.898193359375 1742.6685791015625],0.6907777190208435,AK64DHV,0.26927842362360077
1066,951.0,[2322.4008135709223 1217.0383655793373 2875.8144546705557 1677.9066426746238],[2501.2744140625 1516.220703125 2669.64501953125 1602.891845703125],0.46704789996147156,EF10PZT,0.0893968433926921
1068,532.0,[931.6391473736334 1285.4975944265327 1570.7909708218085 1884.0911924339873],[1147.6519775390625 1653.6324462890625 1348.7860107421875 1755.88037109375],0.689453125,AK54DHV,0.19896136598556813
1069,532.0,[931.0605735949173 1286.1675395029208 1570.3723872915295 1885.498680026513],[1147.6505126953125 1653.6170654296875 1348.8521728515625 1755.9078369140625],0.6884831190109253,AK54DHV,0.19896136598556813
1071,532.0,[927.4698368102736 1292.223520728217 1569.2422263598887 1892.4693610929567],[1145.178955078125 1659.7354736328125 1342.7025146484375 1751.9825439453125],0.648456871509552,AX54DHV,0.18295081474440708
1071,951.0,[2323.336801871078 1224.3340878185534 2873.0246684722497 1687.547104467504],[2500.56689453125 1527.0087890625 2677.54345703125 1610.31005859375],0.5390509963035583,EF10DZT,0.37358628879813266
1072,532.0,[925.9534261552218 1293.6635401556068 1568.3944671157046 1894.0506501002046],[1145.3812255859375 1670.9810791015625 1339.27490234375 1756.3118896484375],0.6345404982566833,AK64DHV,0.3627488808181503
1072,951.0,[2323.7851696889356 1226.6540897204482 2873.801467003238 1688.641457456532],[2500.07666015625 1530.73388671875 2680.50341796875 1614.7642822265625],0.5725588202476501,EF10DZT,0.4502383838607541
1073,532.0,[923.159364372549 1295.217879870049 1566.8877599398297 1897.0659903400203],[1145.709228515625 1671.3431396484375 1339.9317626953125 1760.8004150390625],0.6603791117668152,AK64DHV,0.3099662490977142
1074,532.0,[919.9779372116129 1297.9220087184442 1565.414590046594 1900.1430291921636],[1146.1920166015625 1670.6748046875 1335.6119384765625 1763.841796875],0.6876265406608582,AK64DHV,0.20545907865850896
1074,951.0,[2324.963264592017 1227.8717126707731 2874.494325987592 1692.1507662969464],[2508.4013671875 1533.2904052734375 2683.037353515625 1622.7132568359375],0.602121114730835,EF10DZT,0.47608731657439396
1075,532.0,[918.5435089582186 1298.8457562575213 1565.2125938288175 1901.3853354958133],[1146.178466796875 1670.6873779296875 1335.6153564453125 1763.848876953125],0.6871318221092224,AK64DHV,0.20545907865850896
1075,951.0,[2325.4002340803227 1227.2705729191628 2874.8911515013933 1693.2394066556883],[2508.365478515625 1533.2259521484375 2683.056640625 1622.794921875],0.6019399762153625,EF10DZT,0.4901666305060204
1076,532.0,[918.7188301292207 1301.0381762188008 1565.835167664408 1903.9937054285679],[1145.2093505859375 1675.875732421875 1331.7156982421875 1763.3726806640625],0.6721997857093811,AK64DHV,0.19490525582308948
1076,951.0,[2325.614069264004 1229.083760031191 2876.291811034441 1694.3285309211674],[2510.271484375 1538.176025390625 2681.037841796875 1621.155029296875],0.5597585439682007,EF10DZT,0.6182387392610132
1077,951.0,[2324.9251228537078 1229.848294331863 2875.9260282847736 1697.695739460081],[2509.11328125 1539.4661865234375 2678.30712890625 1620.4918212890625],0.5653115510940552,EF10DZT,0.250979513333441
1078,951.0,[2325.370464602829 1232.3047248936173 2877.0271533729674 1702.4388069903312],[2507.104248046875 1540.8519287109375 2683.53369140625 1626.1790771484375],0.6071316599845886,EF10DZT,0.3851344210780554
1079,951.0,[2324.2813711077006 1233.68671302333 2877.367546925325 1705.9468480597025],[2507.747314453125 1542.6644287109375 2681.098388671875 1624.1610107421875],0.5868268013000488,EF10DZT,0.735321785226402
1081,951.0,[2322.4732279439722 1234.3942231531794 2874.1408364347926 1710.1768885100303],[2508.255615234375 1547.1650390625 2681.548583984375 1629.5625],0.5871680974960327,EF10PZT,0.12002004230846339
1083,532.0,[907.5051291396915 1315.745897278057 1562.1317871082463 1921.4803627712006],[1142.2601318359375 1689.7801513671875 1330.6336669921875 1786.6715087890625],0.6796383261680603,AK64DHV,0.212182861142029
1084,532.0,[905.9659657493403 1316.0420197488659 1561.3463828821427 1924.8156336502918],[1133.8568115234375 1688.5770263671875 1331.1217041015625 1787.5938720703125],0.7125815153121948,AK64DHV,0.36706004063702846
1084,951.0,[2323.202284138777 1237.092092402953 2873.120891648603 1717.4506242310333],[2509.548095703125 1549.7061767578125 2682.12451171875 1635.9942626953125],0.5700640082359314,EF10OZT,0.04665161470671702
1085,532.0,[903.4272589631255 1318.8579398361617 1560.8865811830078 1929.1634353743661],[1128.799560546875 1690.5494384765625 1331.5701904296875 1790.9263916015625],0.6917999386787415,AK64DHV,0.1523209261748715
1086,532.0,[901.1718744236057 1321.1482716893568 1560.3125170880637 1932.2418124020685],[1126.1046142578125 1697.1483154296875 1333.16357421875 1799.9891357421875],0.6779663562774658,AK64DHV,0.12622069850592488
1087,532.0,[901.1662427869705 1324.5015482466724 1563.4125602195304 1936.8754443721818],[1126.07421875 1697.0980224609375 1333.1533203125 1800.0230712890625],0.6778354048728943,AK64DHV,0.12622069850592488
1088,532.0,[901.3695844331398 1323.6844077347573 1562.9069894438005 1936.2402743463313],[1131.079833984375 1701.239990234375 1333.5426025390625 1801.0086669921875],0.675485372543335,AK64DHV,0.11471893754593779
1089,532.0,[899.3512821725827 1323.7795848193703 1561.141397478697 1936.4278237576407],[1130.0400390625 1699.818603515625 1328.7677001953125 1800.281982421875],0.6857653260231018,AK64DKV,0.18041209529218838
1090,951.0,[2326.3163571025707 1252.5313418344474 2877.2121299909704 1735.1039184243084],[2520.841552734375 1564.6241455078125 2686.578857421875 1649.9534912109375],0.5558377504348755,EF10DZT,0.15452669548134168
1091,532.0,[896.5066259304515 1327.1636578935772 1559.7999060950895 1942.2633258233877],[1125.052978515625 1715.3759765625 1324.6727294921875 1807.950439453125],0.6482210755348206,AK64DHV,0.2867162851837703
1091,951.0,[2326.695851659125 1257.2683012283064 2876.5768467068347 1740.8478166690084],[2518.4619140625 1562.1939697265625 2687.453125 1650.1336669921875],0.5555254817008972,EF10DZT,0.19896904758649295
1092,951.0,[2328.4375619946586 1260.4047617578433 2879.4424916483076 1743.4777109829868],[2515.375 1564.2623291015625 2686.075927734375 1655.3726806640625],0.5522759556770325,EF10DZT,0.538357662041585
1093,951.0,[2328.9528017432913 1261.6734316541974 2880.9315601446406 1744.5561593746447],[2515.342041015625 1564.26318359375 2686.134033203125 1655.4127197265625],0.5523760914802551,EF10DZT,0.538357662041585
1094,951.0,[2329.59512090265 1262.727852738139 2884.782590822967 1746.0845918596415],[2514.994384765625 1570.30419921875 2687.880615234375 1660.159912109375],0.5637500882148743,EF10DZT,0.2135012018085499
1097,951.0,[2329.628689636441 1269.1268459319954 2887.6319413905903 1754.2998714352152],[2513.8857421875 1579.329833984375 2693.33154296875 1665.185791015625],0.6216214895248413,EF10DZT,0.06262335337872707
1100,532.0,[880.9562120291287 1346.0570206927616 1558.448055183538 1974.0977784686418],[1113.94189453125 1731.55810546875 1321.5142822265625 1828.3740234375],0.6749748587608337,AK64DMV,0.3022737401939885
1102,532.0,[876.5644131575602 1351.907045538899 1556.5487928900554 1982.0297010832512],[1113.6072998046875 1735.227294921875 1321.101318359375 1836.323486328125],0.6910760998725891,AK69DHV,0.303633034329682
1102,951.0,[2329.1525705257113 1275.0732335548837 2894.6564147261256 1765.7105928984365],[2516.802978515625 1588.326416015625 2692.22021484375 1677.02197265625],0.6539500951766968,EF10DZT,0.27414915865159456
1103,951.0,[2328.2228100005796 1275.1354928997346 2894.8546200781684 1767.7790980945717],[2519.64111328125 1590.1226806640625 2692.564453125 1675.9998779296875],0.6489129662513733,EF10OZT,0.08930765054301186
1104,532.0,[879.6487462082125 1357.4929810527367 1556.518954199654 1988.707794488688],[1106.8780517578125 1737.146484375 1318.85595703125 1849.71533203125],0.6541106104850769,AK64DHV,0.17993228101640757
1105,532.0,[879.9164892610574 1358.6120900896278 1556.05381780971 1990.4106858814846],[1106.93310546875 1737.3057861328125 1318.693359375 1849.5970458984375],0.6521316170692444,AK64DHV,0.17993228101640757
1106,951.0,[2327.363860170952 1275.374540560773 2896.398296988566 1774.7575533699053],[2516.832275390625 1596.0499267578125 2691.804931640625 1682.4229736328125],0.6532935500144958,EF10OZT,0.0923823960334069
1107,532.0,[877.6630305083509 1363.4588019636658 1553.6238270401573 1995.0325571817143],[1117.414306640625 1755.3123779296875 1313.23828125 1845.491455078125],0.6438025236129761,AK64DHV,0.3159726034251259
1108,532.0,[880.0288495827403 1366.9683077135808 1555.6478589772232 1998.4855698301292],[1108.780517578125 1761.1378173828125 1306.5875244140625 1851.661865234375],0.6543212532997131,AK64DMV,0.2279382327710862
1109,532.0,[877.5815555577451 1369.4722922404953 1554.063778839768 2001.0090499810653],[1110.640625 1769.1654052734375 1308.5556640625 1857.6317138671875],0.6577103137969971,AK64DKV,0.27817177195311377
1110,532.0,[877.0862391846197 1371.2619751333575 1552.9593529147685 2004.1775905089933],[1106.7232666015625 1765.248779296875 1306.345947265625 1856.31005859375],0.672654926776886,AK64DHV,0.2986986719021446
1110,951.0,[2329.889951053689 1285.38041644618 2895.528221908767 1791.1028228134949],[2519.85205078125 1610.243408203125 2693.24853515625 1699.675048828125],0.6178529262542725,EF10DZT,0.49243474622532774
1111,532.0,[877.084320797206 1371.4966396408927 1552.5843719280042 2005.4210285747854],[1106.765380859375 1765.222412109375 1306.3583984375 1856.31591796875],0.6728099584579468,AK64DHV,0.3097304961866161
1111,951.0,[2330.673717230032 1286.489458780627 2895.458083865362 1792.3892529393956],[2519.884765625 1610.2950439453125 2693.243408203125 1699.7054443359375],0.6174787282943726,EF10DZT,0.5176777696040179
1112,532.0,[874.4015210791695 1372.749762526351 1550.441597143989 2007.686528253036],[1105.2174072265625 1768.13427734375 1309.0738525390625 1860.8779296875],0.6761764883995056,AK64DHV,0.3922280882700064
1112,951.0,[2330.589038358489 1286.953339925362 2894.3370585691123 1794.0058133988955],[2513.8193359375 1609.5260009765625 2689.922119140625 1699.2374267578125],0.6247016787528992,EF10OZT,0.21630170132539778
1113,532.0,[871.6492987989059 1375.8519544054247 1549.7557810105309 2011.3521484971416],[1105.25146484375 1773.1849365234375 1306.6658935546875 1870.4329833984375],0.6837958097457886,AK64DHV,0.174534809077122
1121,532.0,[857.2595365342706 1395.4495454337127 1542.3369584941095 2036.8442623707608],[1097.7412109375 1798.5133056640625 1298.4093017578125 1897.11083984375],0.674747109413147,AK64DKV,0.2885173414290623
1122,532.0,[856.0085666107877 1397.8955658558498 1541.62162751455 2040.9428032121536],[1095.737060546875 1798.2447509765625 1295.72265625 1895.5294189453125],0.6760611534118652,AK64DHV,0.28700405598354395
1123,532.0,[855.45126332836 1398.4669293230645 1541.5030581692752 2042.757737809442],[1095.758544921875 1798.30517578125 1295.7569580078125 1895.5286865234375],0.6763896942138672,AK64DHV,0.28700405598354395
1124,532.0,[854.1575621623983 1399.2217504033747 1538.9337729345307 2045.4625050119607],[1095.6124267578125 1799.2093505859375 1298.7236328125 1897.5677490234375],0.6998257040977478,AK64DHV,0.3301185260007306
1124,951.0,[2330.3717107533466 1314.7313545335564 2906.390675723769 1814.1720645729797],[2528.065673828125 1634.3408203125 2710.350830078125 1725.084228515625],0.6391904354095459,EF10DZT,0.2706202649580826
1125,532.0,[852.2519273721189 1402.0883658325215 1536.8263350365703 2049.34202465412],[1091.316650390625 1805.8538818359375 1303.20703125 1907.5440673828125],0.6979864835739136,AK64DMV,0.32269163618928104
1126,532.0,[852.7533407929272 1405.069266769479 1536.6519712895042 2052.8425826524203],[1090.7901611328125 1809.329345703125 1301.18994140625 1908.728515625],0.6917201280593872,AK64DKV,0.42526178255808145
1127,532.0,[851.070552102439 1408.5028755806675 1536.5218664616475 2057.2737204327964],[1089.95849609375 1811.5341796875 1299.4725341796875 1912.333740234375],0.6976850032806396,AK64DMV,0.08615666372567364
1128,951.0,[2331.5162062616405 1322.4987012164152 2914.554904013458 1829.975491820126],[2524.7109375 1641.42919921875 2712.70166015625 1737.234375],0.6543823480606079,EF10PZT,0.10483494875502851
1129,951.0,[2330.8710856733373 1321.987831022122 2915.835909546781 1832.1735006880376],[2524.859619140625 1641.59326171875 2712.845947265625 1737.28857421875],0.6535554528236389,EF10PZT,0.10483494875502851
1130,951.0,[2330.877100950827 1322.2495801728223 2917.7037033140928 1834.6777767842445],[2527.910400390625 1643.08203125 2716.53466796875 1739.23583984375],0.6490990519523621,EF10OZT,0.18343880941839522
1131,951.0,[2331.2950945352313 1322.2978032258413 2919.982746380584 1837.3176269400872],[2529.28857421875 1648.4549560546875 2717.19140625 1743.2947998046875],0.6323671340942383,EF10DZT,0.27887214800271004
1132,532.0,[846.1164792719508 1422.1346896666266 1543.3819222775544 2077.9661851808146],[1080.748291015625 1829.236083984375 1293.402099609375 1925.836669921875],0.6828705668449402,AK64DHV,0.2004656993585959
1132,951.0,[2330.993289535643 1323.0152706729366 2919.2374814687832 1840.193792250507],[2527.359619140625 1651.5411376953125 2718.010498046875 1747.2481689453125],0.6237738728523254,EF10DZT,0.19189260593152166
1134,532.0,[842.3333077065612 1426.9106792454472 1542.5680553035536 2085.490629662155],[1079.05126953125 1831.8388671875 1286.6807861328125 1933.003173828125],0.7030662298202515,AK64DHV,0.20609882024535345
1135,532.0,[842.0548711186187 1427.408952500987 1543.6733955276231 2086.961976593453],[1079.0208740234375 1831.87353515625 1286.5958251953125 1933.04296875],0.7029274106025696,AK64DHV,0.1971092079206482
1136,532.0,[838.4105071723257 1429.1968429454425 1541.0748681109026 2090.4488964739517],[1076.4737548828125 1834.0426025390625 1291.78271484375 1939.2952880859375],0.6978712677955627,AK64DHV,0.22649803562347576
1136,951.0,[2333.9567556087436 1319.754718227848 2920.4171472964895 1851.4229773867844],[2532.450927734375 1656.3707275390625 2723.19873046875 1752.974609375],0.6413167715072632,EF10DZT,0.3804008565727669
